Source_URL,NIL,Dining,Residence,Research,Travel,Alumni
https://www.bcs.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.bellarmine.edu/,Not Found,Not Found,https://www.bellarmine.edu/residence/index.php,Not Found,https://www.bellarmine.edu/international/index.php,https://www.bellarmine.edu/alumni/support-bellarmine-university/make-a-gift.php
https://www.belmontabbeycollege.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.belmontabbeycollege.edu/
https://www.ben.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.ben.edu/
https://www.benedictine.edu/,Not Found,https://www.benedictine.edu/services/dining,https://www.benedictine.edu/student-life/residential,Not Found,https://www.benedictine.edu/academics/international/study-abroad,Not Found
https://www.brescia.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.briarcliff.edu/,Not Found,https://www.briarcliff.edu/future-chargers/residence-life/dining,https://www.briarcliff.edu/about/our-campus/buildings-and-facilities/residence-halls,https://www.briarcliff.edu/future-chargers/tuition-and-aid/scholarships,Not Found,https://www.briarcliff.edu/family-and-friends/alumni-and-donors/ways-to-give
https://www.cabrini.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.caldwell.edu/,Not Found,https://www.caldwell.edu/campus-life/housing-dining/,https://www.caldwell.edu/campus-life/housing-dining/,https://www.caldwell.edu/academics/special-programs/,Not Found,Not Found
https://www.canisius.edu/,Not Found,Not Found,https://www.canisius.edu/student-experience/student-life-housing,Not Found,Not Found,https://www.canisius.edu/alumni
https://www.caritaschristi.org/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.carlow.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.carroll.edu/,Not Found,https://www.carroll.edu/student-life/housing-dining,https://www.carroll.edu/student-life/housing-dining,https://www.carroll.edu/academics/research-opportunities,https://www.carroll.edu/academics/study-abroad,https://www.carroll.edu/alumni
https://www.cbu.edu/,Not Found,https://www.cbu.edu/student-life/housing-and-dining/,https://www.cbu.edu/student-life/housing-and-dining/,Not Found,Not Found,https://www.cbu.edu/alumni/
https://www.ccsj.edu/,Not Found,https://www.ccsj.edu/student-services/food-pantry/,https://www.ccsj.edu/student-life/residence-life/,https://www.ccsj.edu/admissions/scholarships-and-grants/,Not Found,https://www.ccsj.edu/alumni/alumni-association/
https://www.cdu.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.chaminade.edu/,Not Found,https://www.chaminade.edu/student-life/dining-services/,https://www.chaminade.edu/reslife/summer-conference-housing/,https://www.chaminade.edu/undergrad-research/,Not Found,https://www.chaminade.edu/alumni/
https://www.chc.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.chc.edu/alumnae-i/
https://www.cks.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.clarke.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.clarke.edu/alumni/
https://www.cmsv.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.cnr.edu/Home/Home/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.creighton.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.csbsju.edu/,Not Found,https://www.csbsju.edu/housing-and-dining/,https://www.csbsju.edu/housing-and-dining/,https://www.csbsju.edu/ours/,https://www.csbsju.edu/global/,Not Found
https://www.cse.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.csj.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.csm.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.css.edu/,Not Found,Not Found,https://www.css.edu/campus-life/campus-housing/,https://www.css.edu/admissions-and-aid/financial-aid/scholarships-and-grants/,Not Found,https://www.css.edu/alumni/
https://www.ctu.edu/,Not Found,Not Found,Not Found,Not Found,https://www.ctu.edu/index.php/travel/,Not Found
https://www.cua.edu/,Not Found,https://www.cua.edu/student-experience/housing-dining,https://www.cua.edu/student-experience/housing-dining,https://www.cua.edu/research,https://www.cua.edu/student-experience/study-abroad,Not Found
https://www.dc.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.depaul.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.desales.edu/,Not Found,https://www.desales.edu/student-life/dining,https://www.desales.edu/student-life/housing,Not Found,Not Found,https://www.desales.edu/info/alumni/index
https://www.dhs.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.dom.edu/,Not Found,https://www.dom.edu/campus-life/dining-services,https://www.dom.edu/campus-life/living-on-campus,Not Found,Not Found,Not Found
https://www.dominican.edu/,Not Found,Not Found,https://www.dominican.edu/campus-life/living-campus,Not Found,Not Found,https://www.dominican.edu/alumni
https://www.donnelly.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.dspt.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.duq.edu/,Not Found,https://www.duq.edu/life-at-duquesne/housing-and-dining/index.php,https://www.duq.edu/life-at-duquesne/housing-and-dining/index.php,https://www.duq.edu/research/index.php,https://www.duq.edu/academics/study-abroad/index.php,https://www.duq.edu/alumni/index.php
https://www.dwci.edu/,Not Found,https://www.dwci.edu/student-life/dining,https://www.dwci.edu/student-life/housing,Not Found,Not Found,Not Found
https://www.dyc.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.edgewood.edu/,Not Found,https://www.edgewood.edu/student-life/dining/,https://www.edgewood.edu/student-life/housing/,Not Found,Not Found,https://www.edgewood.edu/alumni/
https://www.elms.edu/,Not Found,Not Found,https://www.elms.edu/student-life/res-life/,Not Found,Not Found,https://www.elms.edu/alumni/
https://www.emmanuel.edu/,Not Found,https://www.emmanuel.edu/student-life/campus-commuter-experience/dining-services,https://www.emmanuel.edu/student-life/campus-commuter-experience/residence-life-housing,https://www.emmanuel.edu/academics/academic-study/research,https://www.emmanuel.edu/beyond-campus/beyond-classroom/study-abroad,https://www.emmanuel.edu/alumni-friends
https://www.fairfield.edu/,Not Found,https://www.fairfield.edu/student-life/dining/index.html,https://www.fairfield.edu/student-life/housing-and-living-experience/index.html,https://www.fairfield.edu/admission-and-aid/scholarships-and-grants/index.html,Not Found,https://www.fairfield.edu/alumni-and-friends/index.html
https://www.felician.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.fishermore.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.fontbonne.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.fordham.edu/,Not Found,Not Found,https://www.fordham.edu/about/living-the-mission/,https://www.fordham.edu/academics/research/,https://www.fordham.edu/study-abroad/,Not Found
https://www.franciscan.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.fst.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.fst.edu/alumni/
https://www.gannon.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.gannon.edu/alumni/
https://www.georgetown.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.georgian.edu/,Not Found,https://www.georgian.edu/dining-services/,https://www.georgian.edu/housing-residence-life/,https://www.georgian.edu/admissions/financial-aid/grants/,https://www.georgian.edu/study-abroad/,Not Found
https://www.gmc.edu/,Not Found,Not Found,Not Found,https://www.gmc.edu/scholarships/,Not Found,Not Found
https://www.gonzaga.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.gscollege.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.hcc-nd.edu/,Not Found,https://www.hcc-nd.edu/dining/,https://www.hcc-nd.edu/residence-life/,https://www.hcc-nd.edu/scholarships-grants/,https://www.hcc-nd.edu/study-abroad/,Not Found
https://www.hilbert.edu/,Not Found,Not Found,https://www.hilbert.edu/life-at-hilbert/living-on-campus/,https://www.hilbert.edu/academics/research/,https://www.hilbert.edu/academics/study-abroad/,https://www.hilbert.edu/alumni/
https://www.holyapostles.edu/,Not Found,Not Found,Not Found,https://www.holyapostles.edu/cares-act-emergency-grants-to-students/,Not Found,Not Found
https://www.holycross.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.holycross.edu/alumni
https://www.holyfamily.edu/,Not Found,https://www.holyfamily.edu/student-experience/dining-services,https://www.holyfamily.edu/student-experience/living-campus,Not Found,Not Found,https://www.holyfamily.edu/alumni
https://www.holyname.org/SchoolOfNursing/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.holyname.org/Alumni/
https://www.holyspiritcollege.org/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.icseminary.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.immaculata.edu/,Not Found,Not Found,https://www.immaculata.edu/campus-life/living-on-campus/,https://www.immaculata.edu/about/institutional-research-effectiveness/,Not Found,https://www.immaculata.edu/alumni/
https://www.iona.edu/,Not Found,https://www.iona.edu/student-life/housing-dining,https://www.iona.edu/student-life/housing-dining,Not Found,https://www.iona.edu/academics/study-abroad,https://www.iona.edu/alumni
https://www.jcu.edu/,Not Found,Not Found,https://www.jcu.edu/student-experience/living-here/index,Not Found,Not Found,https://www.jcu.edu/_audience/alumni/index
https://www.jpcatholic.com/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.kings.edu/,Not Found,https://www.kings.edu/life_at_kings/dining/index.html,https://www.kings.edu/life_at_kings/housing/index.html,Not Found,https://www.kings.edu/academics/special_programs/study_abroad/index.html,https://www.kings.edu/philanthropy-alumni-engagement/index.html
https://www.laroche.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.laroche.edu/Alumni/
https://www.lasalle.edu/,Not Found,https://www.lasalle.edu/student-life/housing-dining/,https://www.lasalle.edu/student-life/housing-dining/,Not Found,Not Found,https://www.lasalle.edu/alumni/
https://www.lemoyne.edu/,Not Found,https://www.lemoyne.edu/life-on-campus/residential-life/dining/,Not Found,Not Found,Not Found,https://www.lemoyne.edu/alumni/
https://www.lewisu.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.lmu.edu/,Not Found,Not Found,Not Found,https://www.lmu.edu/,Not Found,Not Found
https://www.loras.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.lourdes.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.loyno.edu/,Not Found,https://www.loyno.edu/admissions/student-financial-services/tuition-fees/2021-22-contingent-fees-residence-halls-meal,https://www.loyno.edu/admissions/student-financial-services/tuition-fees/2021-22-contingent-fees-residence-halls-meal,https://www.loyno.edu/admissions/office-scholarships-grants,https://www.loyno.edu/academics/ways-learn/study-abroad,https://www.loyno.edu/alumni-giving
https://www.loyola.edu/,Not Found,https://www.loyola.edu/life-at-loyola/housing-dining.html,https://www.loyola.edu/life-at-loyola/housing-dining.html,Not Found,https://www.loyola.edu/academics/study-abroad/,https://www.loyola.edu/alumni/
https://www.luc.edu/,Not Found,Not Found,https://www.luc.edu/reslife/,https://www.luc.edu/research/,https://www.luc.edu/studyabroad/,https://www.luc.edu/alumni
https://www.maccsa.org/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.madonna.edu/,Not Found,Not Found,https://www.madonna.edu/resources/residence-life/,https://www.madonna.edu/tuition-and-financial-aid/scholarships-and-grants/,Not Found,https://www.madonna.edu/alumni/
https://www.magdalen.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.manor.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.mariacollege.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.mariacollege.edu/alumni-giving/
https://www.marian.edu/,Not Found,Not Found,https://www.marian.edu/campus-life/residential-and-commuter-life/index.php,https://www.marian.edu/provost/research-and-scholarship/index.php,https://www.marian.edu/international-programs/study-abroad/index.php,https://www.marian.edu/alumni/alumni-association/index.php
https://www.mariancourt.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.marianuniversity.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.marygrove.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.marygrove.edu/
https://www.marylhurst.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.marymount.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.marymountpv.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.marywood.edu/,Not Found,https://www.marywood.edu/life-at-mu/dining,Not Found,Not Found,Not Found,https://www.marywood.edu/alumni/
https://www.mccn.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.mchs.edu/,Not Found,https://www.mchs.edu/experience/student-support/housing-and-dining/,https://www.mchs.edu/experience/student-support/housing-and-dining/,Not Found,https://www.mchs.edu/experience/study-abroad-immersion-trips/,https://www.mchs.edu/experience/alumni/
https://www.mercycollege.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.mercyhurst.edu/,Not Found,https://www.mercyhurst.edu/campus-life/dining-services,https://www.mercyhurst.edu/student-life/housing-safety,https://www.mercyhurst.edu/academics/cirat,https://www.mercyhurst.edu/academics/study-abroad,https://www.mercyhurst.edu/alumni/homecoming-2026
https://www.merrimack.edu/,Not Found,https://www.merrimack.edu/campus-life/dining/,https://www.merrimack.edu/campus-life/residence-life,https://www.merrimack.edu/research/,https://www.merrimack.edu/academics/global-merrimack/,https://www.merrimack.edu/alumni_friends/
https://www.misericordia.edu/,Not Found,https://www.misericordia.edu/life-at-mu/student-services/dining-services,https://www.misericordia.edu/life-at-mu/campus-life,https://www.misericordia.edu/library/services/archival-research,Not Found,https://www.misericordia.edu/alumni
https://www.molloy.edu/,Not Found,Not Found,https://www.molloy.edu/student-life/housing/index.php,https://www.molloy.edu/academics/research/index.php,Not Found,Not Found
https://www.mountangelabbey.org/seminary/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.mountangelabbey.org/seminary/alumni/
https://www.msj.edu/,Not Found,Not Found,https://www.msj.edu/student-life/residence-life/frequently-asked-questions/index.html,Not Found,Not Found,Not Found
https://www.msmary.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.msmc.edu/,Not Found,https://www.msmc.edu/life-at-the-mount/living-dining/,https://www.msmc.edu/life-at-the-mount/living-dining/,https://www.msmc.edu/majors-programs/honors-research/,Not Found,https://www.msmc.edu/alumni/
https://www.msmc.la.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.mtaloy.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.mtmary.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.mtmc.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.mtmercy.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.mtmercy.edu/alumni/index.php
https://www.mu.edu/,Not Found,Not Found,https://www.mu.edu/residence-life/,https://www.mu.edu/research-at-marquette/,https://www.mu.edu/study-abroad/,https://www.mu.edu/alumni/
https://www.nd.edu/,Not Found,Not Found,Not Found,https://www.nd.edu/research/,https://www.nd.edu/global/education-abroad/,https://www.nd.edu/community/alumni-and-friends/
https://www.ndm.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.ndnu.edu/,Not Found,Not Found,https://www.ndnu.edu/admissions/housing.html,https://www.ndnu.edu/student-services/grants/index.html,Not Found,https://www.ndnu.edu/alumni/index.html
https://www.nds.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.neumann.edu/,Not Found,Not Found,Not Found,Not Found,https://www.neumann.edu/ise/studyabroad/default.asp?hsLang=en,https://www.neumann.edu/advancement
https://www.newmanu.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.newmanu.edu/administration/alumni-relations
https://www.niagara.edu/,Not Found,Not Found,Not Found,https://www.niagara.edu/tuition-aid/scholarships-grants/,Not Found,Not Found
https://www.notredamecollege.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.ohiodominican.edu/,Not Found,Not Found,https://www.ohiodominican.edu/student-life/residence-life/index.html,Not Found,https://www.ohiodominican.edu/international/index.html,https://www.ohiodominican.edu/alumni/index.html
https://www.olhcc.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.ollusa.edu/,Not Found,https://www.ollusa.edu/campus-life/residence-halls-dining/index.html,https://www.ollusa.edu/campus-life/residence-halls-dining/index.html,Not Found,Not Found,https://www.ollusa.edu/alumni/index.html
https://www.ololcollege.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.ost.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.ost.edu/alumni
https://www.providence.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.quincy.edu/,Not Found,https://www.quincy.edu/life-at-qu/housing-and-dining/,https://www.quincy.edu/life-at-qu/housing-and-dining/,Not Found,Not Found,https://www.quincy.edu/alumni/
https://www.regis.edu/,Not Found,https://www.regis.edu/life-at-regis/campus-life/dining,https://www.regis.edu/life-at-regis/campus-life/student-housing/index,Not Found,Not Found,https://www.regis.edu/alumni/index
https://www.regiscollege.edu/,Not Found,https://www.regiscollege.edu/regis-life/dining-services,https://www.regiscollege.edu/regis-life/office-residence-life,Not Found,Not Found,Not Found
https://www.rivier.edu/,Not Found,https://www.rivier.edu/student-life/dining,https://www.rivier.edu/student-life/housing/,Not Found,Not Found,https://www.rivier.edu/alumni
https://www.rockhurst.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.rosemont.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.rosemont.edu/category/college/news/success/alumni_success/alumni-award/
https://www.sacn.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.sacredheart.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.sacredheart.edu/offices--departments-directory/alumni-engagement/
https://www.saintjoe.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.saintleo.edu/,Not Found,https://www.saintleo.edu/student-experience/on-campus/dining,https://www.saintleo.edu/student-experience/on-campus/residence-life/housing,https://www.saintleo.edu/tuition-financial-aid/aid/grants-scholarships,https://www.saintleo.edu/international/study-abroad,https://www.saintleo.edu/academics/success-resources/career-services/alumni
https://www.saintmarys.edu/,Not Found,https://www.saintmarys.edu/housing/living-campus,https://www.saintmarys.edu/housing/living-campus,Not Found,https://www.saintmarys.edu/study-abroad,Not Found
https://www.saintmeinrad.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.saintvincentseminary.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.salve.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.sandiego.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.sau.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.sbu.edu/,Not Found,https://www.sbu.edu/life-at-sbu/housing-residence-life-and-dining,https://www.sbu.edu/life-at-sbu/housing-residence-life-and-dining,https://www.sbu.edu/academics/research-and-grants,Not Found,https://www.sbu.edu/alumni
https://www.sccky.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.scs.edu/,Not Found,https://www.scs.edu/about/directory/dining/,Not Found,https://www.scs.edu/preaching/programs/research/,Not Found,https://www.scs.edu/alumni/
https://www.scu.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.scu.edu/alumni/
https://www.scu.edu/jst/,Not Found,Not Found,https://www.scu.edu/jst/life-at-jst/housing/,Not Found,Not Found,Not Found
https://www.seattleu.edu/,Not Found,https://www.seattleu.edu/life-at-seattle-u/housing-dining/,https://www.seattleu.edu/life-at-seattle-u/housing-dining/,Not Found,https://www.seattleu.edu/academics/education-abroad/,https://www.seattleu.edu/alumni/
https://www.secon.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.secon.edu/alumni-presidents-memo/
https://www.setonhill.edu/,Not Found,https://www.setonhill.edu/apply-afford/applying-to-seton-hill/plan-your-visit/lodging-transportation-dining.html,https://www.setonhill.edu/student-life/campus-life/housing/index.html,Not Found,https://www.setonhill.edu/academics/study-abroad.html,https://www.setonhill.edu/apply-afford/applying-to-seton-hill/first-year-undergraduates/parents-and-families/index.html
https://www.sf.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.sf.edu/alumni/
https://www.sfcpa.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.sfmccon.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.shc.edu/,Not Found,https://www.shc.edu/student-life/campus-life/dining/,https://www.shc.edu/student-life/campus-life/living-on-campus/,Not Found,https://www.shc.edu/academics/academic-information-resources/study-abroad/,https://www.shc.edu/about-spring-hill-jesuit-college/alumni-spring-hill-jesuit-scholars/
https://www.shst.edu/index.aspx/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.shu.edu/,Not Found,Not Found,Not Found,https://www.shu.edu/grants-research-services/index.html,Not Found,https://www.shu.edu/
https://www.siena.edu/,Not Found,https://www.siena.edu/life-as-a-saint/dining/,https://www.siena.edu/life-as-a-saint/living-on-campus/,https://www.siena.edu/offices/financial-aid/your-financial-aid-journey/applying-for-aid/siena-scholarships-and-grants/,Not Found,https://www.siena.edu/alumni-and-giving/
https://www.sienaheights.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.sjcme.edu/,Not Found,https://www.sjcme.edu/life-at-sjc/dining-services/,https://www.sjcme.edu/life-at-sjc/housing/,Not Found,Not Found,https://www.sjcme.edu/about-us/alumni/
https://www.sjcny.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.sjs.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.sjs.edu/priestlyformationalumni
https://www.sju.edu/,Not Found,https://www.sju.edu/housing-dining,https://www.sju.edu/housing-dining,https://www.sju.edu/research,Not Found,https://www.sju.edu/alumni
https://www.sl.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.slu.edu/,Not Found,Not Found,https://www.slu.edu/housing/index.php,https://www.slu.edu/research/index.php,Not Found,https://www.slu.edu/alumni/index.php
https://www.smcvt.edu/,Not Found,https://www.smcvt.edu/student-life/housing-and-dining/,https://www.smcvt.edu/student-life/housing-and-dining/,https://www.smcvt.edu/academics/student-research/,https://www.smcvt.edu/academics/study-abroad/,https://www.smcvt.edu/outcomes/alumni/
https://www.smumn.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.smwc.edu/,Not Found,https://www.smwc.edu/student-life/campus-dining/,https://www.smwc.edu/student-life/le-fer-hall/,Not Found,Not Found,https://www.smwc.edu/alumni/
https://www.snc.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.snc.edu/helpful-info/alumni
https://www.spalding.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.spc.edu/pages/1.asp/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.sscms.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.stac.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.stbernards.edu/,Not Found,Not Found,https://www.stbernards.edu/blog/catholic-bioethics-as-a-living-vocation,Not Found,Not Found,https://www.stbernards.edu/alumni
